Ticker,Date,Open,Close,High,Low,Volume,PE Ratio
CAT,2015-01-02,91.77,91.88,92.37,90.66,3772352.0,14.862504
CAT,2015-01-05,90.35,87.03,90.42,86.6,11301430.0,14.077968
CAT,2015-01-06,87.28,86.47,87.68,85.17,8664426.0,13.987383
CAT,2015-01-07,87.37,87.81,88.14,86.42,6511130.0,14.204141
CAT,2015-01-08,89.18,88.71,89.28,87.84,7617761.0,14.349725
CAT,2015-01-09,88.76,87.65,88.89,87.02,4857101.0,14.178259
CAT,2015-01-12,87.73,86.89,87.77,86.07,4351587.0,14.055322
CAT,2015-01-13,87.68,86.37,87.9,85.2,5078135.0,13.971207
CAT,2015-01-14,84.89,86.07,86.215,84.27,10366730.0,13.922679
CAT,2015-01-15,86.03,84.32,86.17,84.3,6683880.0,13.639599
CAT,2015-01-16,84.24,83.86,84.32,83.045,10424800.0,13.565189
CAT,2015-01-20,84.42,83.97,84.5,83.19,5937311.0,13.582983
CAT,2015-01-21,83.59,85.37,85.4,83.59,6613080.0,13.809447
CAT,2015-01-22,86.05,86.82,87.36,85.43,5567832.0,14.043999
CAT,2015-01-23,86.79,85.61,87.0,85.2,5027502.0,13.848269
CAT,2015-01-26,85.36,86.03,86.26,84.9,8140516.0,13.916208
CAT,2015-01-27,79.74,79.85,81.35,79.1,27489450.0,13.579932
CAT,2015-01-28,80.4,80.01,81.2,79.96,14269320.0,13.607143
CAT,2015-01-29,79.91,80.0,80.18,78.81,9157025.0,13.605442
CAT,2015-01-30,79.51,79.97,80.82,79.42,8150671.0,13.60034
CAT,2015-02-02,80.08,80.84,80.88,79.49,7148979.0,13.748299
CAT,2015-02-03,81.22,83.92,84.11,81.15,10895320.0,14.272109
CAT,2015-02-04,82.78,81.95,83.32,81.66,8806514.0,13.937075
CAT,2015-02-05,82.4,83.57,83.63,81.87,6640223.0,14.212585
CAT,2015-02-06,83.6,83.21,84.14,82.8,5581494.0,14.151361
CAT,2015-02-09,83.05,84.67,84.87,82.95,7693830.0,14.39966
CAT,2015-02-10,85.0,83.9,85.0,83.4622,6569097.0,14.268707
CAT,2015-02-11,83.56,83.41,83.67,82.24,5722569.0,14.185374
CAT,2015-02-12,84.08,83.53,84.25,83.31,4622996.0,14.205782
CAT,2015-02-13,84.11,85.13,85.49,84.03,5645508.0,14.477891
CAT,2015-02-17,84.86,85.38,85.58,84.2,3924393.0,14.520408
CAT,2015-02-18,84.92,84.8,85.8099,84.58,3568636.0,14.421769
CAT,2015-02-19,83.81,83.3,84.0,82.205,5733483.0,14.166667
CAT,2015-02-20,83.14,84.44,84.62,82.4,6029411.0,14.360544
CAT,2015-02-23,83.9,83.49,83.98,83.14,5180033.0,14.19898
CAT,2015-02-24,83.77,84.5,84.69,83.6,3679440.0,14.370748
