Ticker,Date,Open,Close,High,Low,Volume,PE Ratio
BXP,2015-01-02,129.34,131.26,131.46,129.29,612110.0,57.318777
BXP,2015-01-05,131.85,132.45,132.68,131.06,891608.0,57.838428
BXP,2015-01-06,132.91,135.02,135.24,132.73,1636602.0,58.960699
BXP,2015-01-07,135.44,136.53,137.04,134.33,999297.0,59.620087
BXP,2015-01-08,137.005,137.08,137.88,136.14,937406.0,59.860262
BXP,2015-01-09,137.38,137.77,138.52,136.36,664934.0,60.161572
BXP,2015-01-12,138.07,138.34,138.69,137.66,740019.0,60.41048
BXP,2015-01-13,138.78,138.04,139.775,137.18,613464.0,60.279476
BXP,2015-01-14,137.43,139.66,139.77,136.39,1043889.0,60.9869
BXP,2015-01-15,139.71,139.97,140.33,139.1,618650.0,61.122271
BXP,2015-01-16,139.88,141.09,141.33,139.07,731428.0,61.611354
BXP,2015-01-20,141.58,140.52,141.86,140.065,884442.0,61.362445
BXP,2015-01-21,140.03,140.52,140.96,139.56,566991.0,61.362445
BXP,2015-01-22,140.9,143.16,143.41,140.63,864092.0,62.515284
BXP,2015-01-23,143.0,142.67,143.2,142.04,523332.0,62.30131
BXP,2015-01-26,142.3,144.23,144.27,141.995,536761.0,62.982533
BXP,2015-01-27,143.68,144.22,145.1,143.56,698046.0,62.978166
BXP,2015-01-28,144.71,142.98,146.07,142.98,841619.0,62.436681
BXP,2015-01-29,143.32,143.44,143.97,142.01,741996.0,50.703429
BXP,2015-01-30,142.69,138.8,144.07,138.8,1632994.0,49.063273
BXP,2015-02-02,139.45,140.21,140.39,136.97,1535606.0,49.561683
BXP,2015-02-03,139.53,141.81,141.91,139.01,747140.0,50.127253
BXP,2015-02-04,141.58,141.13,142.19,140.1,892146.0,49.886886
BXP,2015-02-05,142.0,143.79,143.93,141.58,711414.0,50.827147
BXP,2015-02-06,143.45,140.95,143.5,140.27,1007628.0,49.823259
BXP,2015-02-09,140.45,140.19,141.44,140.08,595643.0,49.554613
BXP,2015-02-10,140.97,142.22,142.24,139.73,1226435.0,50.272181
BXP,2015-02-11,142.45,140.92,142.86,139.91,831564.0,49.812655
BXP,2015-02-12,141.35,142.66,142.71,140.09,865610.0,50.427713
BXP,2015-02-13,142.3,141.08,142.36,140.25,529936.0,49.869212
BXP,2015-02-17,140.92,140.25,141.71,139.78,705486.0,49.575822
BXP,2015-02-18,140.17,141.78,141.86,139.28,826279.0,50.116649
BXP,2015-02-19,141.19,138.47,141.19,138.09,920657.0,48.946624
BXP,2015-02-20,138.19,139.37,140.12,137.84,834176.0,49.264758
BXP,2015-02-23,140.13,140.93,140.93,139.03,858295.0,49.816189
BXP,2015-02-24,140.2,138.26,140.64,137.51,606864.0,48.872393
BXP,2015-02-25,138.59,137.66,139.66,137.47,785856.0,48.660304
BXP,2015-02-26,137.45,136.23,137.77,136.13,886333.0,48.154825
BXP,2015-02-27,136.37,137.41,137.84,135.57,774273.0,48.571934
BXP,2015-03-02,137.74,138.76,139.89,137.7,792830.0,49.049134
BXP,2015-03-03,138.69,138.75,139.33,137.59,586906.0,49.045599
BXP,2015-03-04,138.6,137.3,138.66,136.96,792400.0,48.533051
BXP,2015-03-05,137.9,139.03,139.95,137.9,810122.0,49.144574
BXP,2015-03-06,135.74,133.82,137.2,133.64,1181259.0,47.302934
BXP,2015-03-09,134.26,134.94,135.25,133.86,730711.0,47.698834
BXP,2015-03-10,134.82,134.75,135.73,134.53,777900.0,47.631672
BXP,2015-03-11,135.09,134.58,135.5,134.28,672391.0,47.57158
BXP,2015-03-12,135.49,137.34,137.64,135.41,839318.0,48.54719
BXP,2015-03-13,136.71,135.98,137.83,135.5903,1046403.0,48.066455
BXP,2015-03-16,136.86,137.25,138.71,136.61,1044034.0,48.515376
BXP,2015-03-17,136.68,137.51,137.86,136.4,563754.0,48.607282
BXP,2015-03-18,137.17,141.13,141.73,137.08,906676.0,49.886886
BXP,2015-03-19,140.99,141.15,141.9,140.26,691153.0,49.893955
