Ticker,Date,Open,Close,High,Low,Volume,PE Ratio
ABBV,2015-01-02,65.62,65.89,66.4,65.49,5087291.0,28.647826
ABBV,2015-01-05,65.5,64.65,66.1,63.88,8007433.0,28.108696
ABBV,2015-01-06,65.62,64.33,65.75,63.7,5488211.0,27.969565
ABBV,2015-01-07,64.57,66.93,67.05,64.48,8283283.0,29.1
ABBV,2015-01-08,68.16,67.63,68.29,67.42,7948950.0,29.404348
ABBV,2015-01-09,66.69,65.78,67.2,65.11,8779934.0,28.6
ABBV,2015-01-12,66.34,65.76,66.928,65.3104,6159840.0,28.591304
ABBV,2015-01-13,65.72,63.39,66.07,62.91,13908390.0,27.56087
ABBV,2015-01-14,62.62,63.7,64.07,61.86,9448317.0,27.695652
ABBV,2015-01-15,64.0,62.89,64.11,62.87,6149083.0,27.343478
ABBV,2015-01-16,62.95,64.54,64.62,62.64,8106002.0,28.06087
ABBV,2015-01-20,65.06,63.45,65.29,62.75,9065315.0,27.586957
ABBV,2015-01-21,63.1,62.7,63.45,62.28,7979499.0,27.26087
ABBV,2015-01-22,63.2,62.98,63.45,61.88,8941679.0,27.382609
ABBV,2015-01-23,63.66,62.43,63.66,62.35,6881063.0,27.143478
ABBV,2015-01-26,62.26,62.83,63.04,61.68,8181088.0,27.317391
ABBV,2015-01-27,62.33,63.1,63.5,62.2,6532303.0,27.434783
ABBV,2015-01-28,63.44,61.85,63.56,61.69,6910126.0,26.891304
ABBV,2015-01-29,62.12,63.12,63.38,61.59,8485561.0,27.443478
ABBV,2015-01-30,62.09,60.35,62.68,60.12,17582490.0,54.863636
ABBV,2015-02-02,61.49,60.7,61.49,58.65,11491080.0,55.181818
ABBV,2015-02-03,61.6,61.65,61.76,59.98,10721750.0,56.045455
ABBV,2015-02-04,58.95,56.91,58.95,56.65,31250640.0,51.736364
ABBV,2015-02-05,57.545,57.99,58.26,56.15,18964680.0,52.718182
ABBV,2015-02-06,57.71,56.9,57.83,56.69,13890920.0,51.727273
ABBV,2015-02-09,55.67,55.48,56.35,55.18,22522030.0,50.436364
ABBV,2015-02-10,55.93,56.89,57.005,55.6,18916990.0,51.718182
ABBV,2015-02-11,57.36,56.69,57.83,56.26,14681600.0,51.536364
ABBV,2015-02-12,57.4,57.05,57.58,56.16,11940930.0,51.863636
ABBV,2015-02-13,57.35,58.05,58.1,56.9,11303210.0,52.772727
ABBV,2015-02-17,58.95,58.72,59.0,57.9,12789690.0,53.381818
ABBV,2015-02-18,59.15,59.24,59.48,58.305,10781660.0,53.854545
ABBV,2015-02-19,58.92,59.0,59.08,58.65,8665548.0,53.636364
ABBV,2015-02-20,59.61,61.3,61.34,59.22,15533970.0,55.727273
ABBV,2015-02-23,61.54,60.57,61.9,60.24,11582710.0,55.063636
ABBV,2015-02-24,60.85,60.87,61.3,60.52,7900656.0,55.336364
ABBV,2015-02-25,61.1,60.62,61.1,60.21,9983859.0,55.109091
ABBV,2015-02-26,60.35,60.52,60.81,60.27,7328227.0,55.018182
ABBV,2015-02-27,60.53,60.5,60.99,60.37,8649102.0,55.0
ABBV,2015-03-02,60.3,60.46,60.75,60.06,6150884.0,54.963636
ABBV,2015-03-03,60.35,59.62,60.45,59.4371,7421012.0,54.2
ABBV,2015-03-04,59.32,60.27,60.42,59.03,8535995.0,54.790909
ABBV,2015-03-05,57.21,56.86,59.48,56.649,47051780.0,51.690909
ABBV,2015-03-06,56.95,55.64,57.4,55.44,22852960.0,50.581818
ABBV,2015-03-09,55.93,55.54,56.03,55.26,14779870.0,50.490909
ABBV,2015-03-10,55.22,55.84,56.3,54.78,17907730.0,50.763636
ABBV,2015-03-11,56.19,56.62,56.8772,55.6628,14629020.0,51.472727
ABBV,2015-03-12,56.78,58.0,58.905,56.65,18227840.0,52.727273
ABBV,2015-03-13,58.12,58.0,58.87,57.345,10114500.0,52.727273
ABBV,2015-03-16,58.46,59.12,59.7,58.33,12098670.0,53.745455
ABBV,2015-03-17,58.72,59.73,60.18,58.7,10983550.0,54.3
ABBV,2015-03-18,59.76,59.89,60.42,59.25,11889200.0,54.445455
ABBV,2015-03-19,60.09,61.19,61.4762,59.99,14110520.0,55.627273
ABBV,2015-03-20,61.5,60.4,61.73,60.32,13313130.0,54.909091
ABBV,2015-03-23,60.05,60.48,61.19,59.62,7926391.0,54.981818
ABBV,2015-03-24,60.65,59.63,60.82,59.45,7969986.0,54.209091
ABBV,2015-03-25,60.08,58.22,60.09,58.21,11619180.0,52.927273
ABBV,2015-03-26,57.98,57.27,58.09,57.22,10853910.0,52.063636
ABBV,2015-03-27,57.63,57.65,58.05,57.31,6830106.0,52.409091
ABBV,2015-03-30,57.93,58.24,58.34,57.79,5781909.0,52.945455
ABBV,2015-03-31,58.01,58.54,58.81,57.71,12313640.0,53.218182
ABBV,2015-04-01,58.48,57.1,58.49,56.33,14903270.0,51.909091
ABBV,2015-04-02,57.44,57.01,57.81,56.9,8787023.0,51.827273
ABBV,2015-04-06,56.81,57.61,57.89,56.68,10280060.0,52.372727
ABBV,2015-04-07,58.25,58.42,58.75,57.785,10171510.0,53.109091
ABBV,2015-04-08,58.5,58.81,58.98,57.95,11075840.0,53.463636
ABBV,2015-04-09,59.2,60.32,60.43,59.05,12697990.0,54.836364
ABBV,2015-04-10,60.5,62.0,62.33,60.32,17894650.0,56.363636
ABBV,2015-04-13,61.81,61.2,62.16,61.06,11400900.0,55.636364
ABBV,2015-04-14,61.4,61.72,61.81,60.51,13071390.0,56.109091
ABBV,2015-04-15,62.1,62.03,62.7,61.97,11534240.0,56.390909
ABBV,2015-04-16,61.8,62.59,62.91,61.65,9815626.0,56.9
